Symbol,Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,SMA_200,RSI,ATR,BB_Middle,BB_Upper,BB_Lower,BB_Width
ABT,2025-05-01,127.7037,129.8041,126.2245,129.0645,6769100,,,,85.7437,3.679,,,,
ABT,2025-05-02,130.0802,134.9024,129.5083,130.9776,9801400,,,,87.0179,3.8332,,,,
ABT,2025-05-05,131.0467,131.2143,129.6266,130.7607,5752000,,,,86.0784,3.6728,,,,
ABT,2025-05-06,130.1197,131.7468,128.887,131.2143,6290500,,,,86.4088,3.6147,,,,
ABT,2025-05-07,131.6482,132.5653,130.593,132.0919,4924900,,,,87.0493,3.4974,,,,
ABT,2025-05-08,131.4115,133.3443,131.234,132.1413,5994500,128.3087,,,87.0862,3.3983,128.3087,133.5628,123.0546,0.0819
ABT,2025-05-09,132.1215,133.0978,131.3425,131.3918,4976100,128.768,,,83.2135,3.281,128.768,133.3375,124.1984,0.071
ABT,2025-05-12,129.9619,131.806,128.2954,130.1591,5958300,129.0488,,,77.1377,3.2974,129.0488,133.1959,124.9017,0.0643
ABT,2025-05-13,129.9225,129.9225,127.1317,127.2599,6344700,129.1316,,,65.0982,3.2781,129.1316,133.0487,125.2145,0.0607
ABT,2025-05-14,127.5065,128.3348,126.4119,126.7767,5266900,129.247,,,63.3243,3.1813,129.247,132.6935,125.8004,0.0533
ABT,2025-05-15,127.0627,131.5792,127.0627,131.5003,8406400,129.4269,,,71.5003,3.2971,129.4269,132.9526,125.9013,0.0545
ABT,2025-05-16,131.303,133.4134,130.9283,132.9302,7128700,129.6153,,,73.4311,3.2391,129.6153,133.4688,125.7618,0.0595
ABT,2025-05-19,133.1274,133.8078,132.6639,133.6698,8012800,129.8944,,,74.3973,3.0894,129.8944,134.0767,125.7121,0.0644
ABT,2025-05-20,133.1274,133.9459,132.6738,133.3246,6455300,130.0655,,,73.0619,2.9596,130.0655,134.5203,125.6106,0.0685
ABT,2025-05-21,133.226,134.2812,131.1749,131.2044,7209100,130.2237,,,65.3077,2.9701,130.2237,134.5996,125.8478,0.0672
ABT,2025-05-22,130.6226,131.0368,129.3505,129.6759,6277100,130.3283,,,60.3359,2.8904,130.3283,134.5354,126.1211,0.0646
ABT,2025-05-23,129.8534,130.3366,128.6208,129.4787,6145000,130.4491,,,59.7044,2.8065,130.4491,134.3919,126.5062,0.0604
ABT,2025-05-27,130.0211,131.9835,129.7055,131.096,5591000,130.6172,,,63.1141,2.7849,130.6172,134.3538,126.8806,0.0572
ABT,2025-05-28,131.2538,131.7468,130.0112,130.1887,3622100,130.6921,,,60.0447,2.71,130.6921,134.3246,127.0596,0.0556
ABT,2025-05-29,129.9027,131.2143,129.528,131.0072,3078200,130.7957,,,61.8474,2.6369,130.7957,134.3343,127.2571,0.0541
ABT,2025-05-30,131.0368,132.2695,129.9126,131.7271,14236800,130.9288,,,63.411,2.6169,130.9288,134.3927,127.4649,0.0529
ABT,2025-06-02,131.0171,131.8849,130.0507,131.7172,4464000,130.9658,,,63.3727,2.561,130.9658,134.4477,127.4839,0.0532
ABT,2025-06-03,131.2735,132.1117,129.7844,131.8553,5914900,131.0205,,,63.7034,2.5443,131.0205,134.5232,127.5179,0.0535
ABT,2025-06-04,132.5456,132.9992,131.096,131.1157,4057000,131.0156,,,60.5497,2.4985,131.0156,134.5174,127.5138,0.0535
ABT,2025-06-05,131.5397,132.516,130.3564,132.0821,5581500,131.0151,,,63.1189,2.4743,131.0151,134.5162,127.514,0.0534
ABT,2025-06-06,132.9203,133.3443,131.2538,131.7271,3867700,130.9944,,,61.5336,2.4469,130.9944,134.4723,127.5165,0.0531
ABT,2025-06-09,131.1749,132.4272,129.0054,131.5496,6630100,131.0023,,,60.7124,2.5165,131.0023,134.4847,127.5198,0.0532
ABT,2025-06-10,131.7074,132.9795,131.4806,132.2695,3579400,131.1078,,,62.8761,2.4438,131.1078,134.6105,127.6051,0.0534
ABT,2025-06-11,132.2399,133.4725,131.0861,133.4035,4100500,131.415,,,66.0482,2.4397,131.415,134.5557,128.2743,0.0478
ABT,2025-06-12,133.6599,134.9912,133.581,134.5573,5089100,131.804,,,68.9546,2.3789,131.804,134.4071,129.2009,0.0395
ABT,2025-06-13,133.8966,135.1588,133.3739,133.7388,3928900,131.9159,,,64.7218,2.3364,131.9159,134.6531,129.1787,0.0415
ABT,2025-06-16,133.6796,134.5178,131.4608,132.1511,5084100,131.877,,,57.3657,2.3879,131.877,134.5753,129.1787,0.0409
ABT,2025-06-17,131.8454,132.1511,130.3169,130.4451,5010800,131.7157,,,50.6978,2.3484,131.7157,134.3476,129.0839,0.04
ABT,2025-06-18,131.1058,131.52,129.7745,130.5733,4950400,131.5782,,,51.1572,2.3053,131.5782,134.1427,129.0137,0.039
ABT,2025-06-20,131.806,131.8257,130.1592,131.1453,11338200,131.5752,,,53.2504,2.2597,131.5752,134.1417,129.0088,0.039
ABT,2025-06-23,131.2242,131.6186,130.2775,131.4115,4887200,131.662,130.1461,,54.2336,2.1941,131.662,134.0706,129.2535,0.0366
ABT,2025-06-24,131.4707,137.1311,130.5437,136.1647,9894700,131.9963,130.4253,,67.411,2.5079,131.9963,134.9281,129.0645,0.0444
ABT,2025-06-25,135.9576,136.9141,134.7446,135.4941,5507500,132.2162,130.6443,,64.5857,2.4837,132.2162,135.502,128.9304,0.0497
ABT,2025-06-26,135.4152,135.6321,130.8692,131.8158,9452900,132.2976,130.7686,,51.7687,2.6465,132.2976,135.4499,129.1452,0.0477
ABT,2025-06-27,131.4411,133.0387,131.0368,132.516,9513500,132.373,130.9295,,53.6541,2.6005,132.373,135.467,129.279,0.0467
ABT,2025-06-30,132.1413,134.3699,132.1413,134.1234,5749700,132.4928,131.054,,57.7384,2.5739,132.4928,135.666,129.3196,0.0479
ABT,2025-07-01,133.6599,135.1785,132.94,134.3699,5337600,132.6254,131.1581,,58.3448,2.5499,132.6254,135.8828,129.3681,0.0491
ABT,2025-07-02,133.3936,134.4488,131.9835,132.2497,4319600,132.6452,131.2413,,51.5013,2.5439,132.6452,135.8877,129.4027,0.0489
ABT,2025-07-03,132.802,133.3641,131.3524,132.5752,3114300,132.7181,131.2948,,52.4238,2.5059,132.7181,135.8804,129.5559,0.0477
ABT,2025-07-07,132.6442,133.0386,131.0072,131.8454,8927400,132.7063,131.3709,,50.1216,2.472,132.7063,135.8803,129.5323,0.0478
ABT,2025-07-08,131.3918,132.8611,131.0072,131.5101,4782600,132.6955,131.4494,,49.0557,2.4278,132.6955,135.885,129.5059,0.0481
ABT,2025-07-09,131.6186,131.9144,129.6463,131.3721,4613700,132.6866,131.5356,,48.5974,2.4164,132.6866,135.8905,129.4826,0.0483
ABT,2025-07-10,131.875,133.1767,131.165,131.7468,4857100,132.6605,131.6158,,49.9638,2.3875,132.6605,135.8872,129.4337,0.0486
ABT,2025-07-11,131.4214,131.7271,129.4393,130.1887,4661200,132.4997,131.6458,,44.6494,2.3818,132.4997,135.8869,129.1126,0.0511
ABT,2025-07-14,130.1887,131.2439,129.883,130.1986,4881700,132.2818,131.6711,,44.6894,2.3089,132.2818,135.6724,128.8912,0.0513
ABT,2025-07-15,130.6542,131.1891,129.0694,130.2481,5084800,132.1072,131.6947,,44.9054,2.2954,132.1072,135.5412,128.6733,0.052
ABT,2025-07-16,130.8722,131.7736,129.0793,130.4958,9893000,132.0245,131.6851,,46.0394,2.3239,132.0245,135.5329,128.516,0.0531
ABT,2025-07-17,125.3548,125.6618,118.6388,119.3718,27560600,131.4708,131.4573,,23.0683,3.0048,131.4708,138.1189,124.8228,0.1011
ABT,2025-07-18,121.4718,124.4434,121.1152,122.502,19571900,131.0672,131.2831,,33.1724,3.1524,131.0672,138.831,123.3035,0.1185
ABT,2025-07-21,123.0864,124.8397,120.4515,123.2449,10308000,130.6722,131.1061,,35.343,3.2407,130.6722,139.1869,122.1575,0.1303
ABT,2025-07-22,123.1557,125.1864,123.0567,124.5425,7098400,130.3288,130.9542,,39.0658,3.1613,130.3288,139.2618,121.3958,0.1371
ABT,2025-07-23,125.1269,125.8401,122.0859,124.6416,6439600,129.7526,130.8192,,39.3529,3.2037,129.7526,138.5866,120.9186,0.1362
ABT,2025-07-24,124.0968,124.7902,123.5222,124.4534,4708000,129.2006,130.705,,38.9771,3.0654,129.2006,137.9028,120.4984,0.1347
ABT,2025-07-25,124.5821,125.5331,124.2651,125.3449,4741200,128.877,130.6667,,41.8111,2.937,128.877,137.6508,120.1033,0.1362
ABT,2025-07-28,124.9585,125.7906,124.4435,125.1567,8168400,128.5091,130.6343,,41.3743,2.8235,128.5091,137.2574,119.7607,0.1362
ABT,2025-07-29,124.8199,126.8901,124.285,126.801,5834100,128.143,130.5404,,46.6217,2.8079,128.143,136.5064,119.7795,0.1305
ABT,2025-07-30,126.7614,128.475,125.8798,127.3359,5359700,127.7912,130.4285,,48.2446,2.7927,127.7912,135.6271,119.9554,0.1226
ABT,2025-07-31,126.3354,127.9302,124.6218,124.9982,6722600,127.4287,130.255,,42.2053,2.8295,127.4287,135.0645,119.7929,0.1198
ABT,2025-08-01,124.285,126.5632,124.285,126.0878,5453300,127.1043,130.1103,,45.6221,2.7902,127.1043,134.3613,119.8473,0.1142
ABT,2025-08-04,126.2463,128.901,126.2463,128.7028,5671400,126.9472,130.0603,,52.8299,2.7918,126.9472,133.9018,119.9926,0.1096
ABT,2025-08-05,128.683,130.2382,128.0293,129.4557,5355400,126.8445,130.0559,,54.6918,2.7502,126.8445,133.5723,120.1166,0.1061
ABT,2025-08-06,128.8514,130.4759,128.584,129.6934,5170100,126.7605,130.0602,,55.2919,2.6889,126.7605,133.2894,120.2316,0.103
